genres,id,overview,release_date,title,vote_average,vote_count,director,actors
"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",8871,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",2000-11-17,How the Grinch Stole Christmas,6.2,1440.0,Ron Howard,"Jim Carrey, Taylor Momsen, Jeffrey Tambor"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",10481,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth... a parrot who thinks he's a Rottweiler... teams up with Oddball... an un-marked Dalmation puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil",2000-10-07,102 Dalmatians,5.1,327.0,Kevin Lima,"Glenn Close, Ioan Gruffudd, Alice Evans"
"[{'id': 18, 'name': 'Drama'}]",10867,"On the day in 1940 that Italy enters the war, two things happen to the 12-year-old Renato: he gets his first bike, and he gets his first look at Malèna. She is a beautiful, silent outsider who's moved to this Sicilian town to be with her husband, Nico. He promptly goes off to war, leaving her to the lustful eyes of the men and the sharp tongues of the women. During the next few years, as Renato grows toward manhood, he watches Malèna suffer and prove her mettle. He sees her loneliness, then grief when Nico is reported dead, the effects of slander on her relationship with her father, her poverty and search for work, and final humiliations. Will Renato learn courage from Malèna and stand up for her?",2000-10-27,Malena,6.9,301.0,Giuseppe Tornatore,"Monica Bellucci, Giuseppe Sulfaro, Luciano Federico"
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",9741,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",2000-11-13,Unbreakable,6.9,1994.0,M. Night Shyamalan,"Bruce Willis, Samuel L. Jackson, Robin Wright"
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",146,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",2000-10-01,"Crouching Tiger, Hidden Dragon",7.2,949.0,Ang Lee,"Chow Yun-fat, Michelle Yeoh, Zhang Ziyi"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",11849,"The classic role-playing game comes to life in this magical adventure. The empire of Izmer is a divided land: Elite magicians called Mages rule while lowly commoners are powerless. When Empress Savina (Thora Birch) vows to bring equality and prosperity to her land, the evil Mage Profion (Jeremy Irons) plots to depose her. But this good-vs.-evil battle is no game!",2000-12-08,Dungeons & Dragons,3.9,159.0,Courtney Solomon,"Justin Whalin, Jeremy Irons, Thora Birch"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",11983,"Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America.",2000-12-08,Proof of Life,6.1,211.0,Taylor Hackford,"Meg Ryan, Russell Crowe, David Morse"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",11678,"Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives.",2000-12-08,Vertical Limit,5.9,287.0,Martin Campbell,"Chris O'Donnell, Robin Tunney, Bill Paxton"
"[{'id': 35, 'name': 'Comedy'}]",2609,"A man must struggle to travel home for Thanksgiving, with an obnoxious slob of a shower ring salesman his only companion.",1987-11-26,"Planes, Trains and Automobiles",7.1,567.0,John Hughes,"Steve Martin, John Candy, Laila Robins"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",708,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.,1987-06-29,The Living Daylights,6.2,447.0,John Glen,"Timothy Dalton, Maryam d'Abo, Jeroen Krabbé"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",10673,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.",1987-12-10,Wall Street,7.0,557.0,Oliver Stone,"Charlie Sheen, Michael Douglas, Martin Sheen"
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2604,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",1989-12-20,Born on the Fourth of July,6.7,403.0,Oliver Stone,"Tom Cruise, Raymond J. Barry, Caroline Kava"
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",107,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",2000-09-01,Snatch,7.7,2953.0,Guy Ritchie,"Benicio del Toro, Dennis Farina, Vinnie Jones"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",392,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",2000-12-14,Chocolat,6.8,979.0,Lasse Hallström,"Juliette Binoche, Alfred Molina, Johnny Depp"
"[{'id': 35, 'name': 'Comedy'}]",8859,"Jesse and Chester, two bumbling stoners, wake up one morning from a night of partying and cannot remember where they parked their car. They encounter a variety of people while looking for it, including their angry girlfriends, an angry street gang, a transexual stripper, a cult of alien seeking fanatics, and aliens in human form looking for a mystical device that could save or destroy the world.",2000-12-15,"Dude, Where’s My Car?",5.3,523.0,Danny Leiner,"Ashton Kutcher, Seann William Scott, Kristy Swanson"
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",11688,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",2000-12-09,The Emperor's New Groove,7.2,1544.0,Mark Dindal,"David Spade, John Goodman, Eartha Kitt"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3981,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",2000-12-15,What Women Want,6.1,1021.0,Nancy Meyers,"Helen Hunt, Mel Gibson, Marisa Tomei"
"[{'id': 18, 'name': 'Drama'}]",711,Gus van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.,2000-12-21,Finding Forrester,7.0,305.0,Gus Van Sant,"Sean Connery, Rob Brown, F. Murray Abraham"
"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2046,"When a local woman disappears and the police can't seem to find any leads, her father turns to a poor young woman with psychic powers. Slowly she starts having visions of the woman chained and in a pond. Her visions lead to the body and the arrest of an abusive husband, but did he really do it?",2000-12-22,The Gift,6.4,288.0,Sam Raimi,"Cate Blanchett, Giovanni Ribisi, Keanu Reeves"
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",8358,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.",2000-12-22,Cast Away,7.5,3304.0,Robert Zemeckis,"Tom Hanks, Helen Hunt, Chris Noth"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",5994,"Jack's lavish, fast-paced lifestyle changes one Christmas night when he stumbles into a grocery store holdup and disarms the gunman. The next morning he wakes up in bed lying next to Kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. As he stumbles through this alternate suburban universe, Jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves.",2000-12-12,The Family Man,6.5,530.0,Brett Ratner,"Nicolas Cage, Téa Leoni, Don Cheadle"
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",1493,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",2000-12-14,Miss Congeniality,6.1,987.0,Donald Petrie,"Sandra Bullock, Benjamin Bratt, Michael Caine"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",134,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",2000-08-30,"O Brother, Where Art Thou?",7.3,1144.0,Joel Coen,"George Clooney, John Turturro, Tim Blake Nelson"
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",10577,"In the millenium version of this classic Gothic horror we find Abraham Van Helsing (Plummer), who has tangled with Count Dracula (Butler) in the past, working as an English antiques dealer. Simon (Miller) is a vampire hunter in training under his apprenticeship.",2000-12-22,Dracula 2000,4.6,150.0,Patrick Lussier,"Gerard Butler, Christopher Plummer, Jonny Lee Miller"
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11973,"Dramatisation of the Cuban Missile Crisis, the nuclear standoff with the USSR sparked by the discovery by the Americans of missle bases established on the Soviet allied island of Cuba. Shown from the perspective of the US President, John F Kennedy, his staff and advisors.",2000-12-24,Thirteen Days,6.9,192.0,Roger Donaldson,"Kevin Costner, Bruce Greenwood, Steven Culp"
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1900,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",2000-12-27,Traffic,6.9,573.0,Steven Soderbergh,"Michael Douglas, Benicio del Toro, Jacob Vargas"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",15739,"An orphan in a facility run by the mean Miss Hannigan, Annie believes that her parents left her there by mistake. When a rich man named Oliver ""Daddy"" Warbucks decides to let an orphan live at his home to promote his image, Annie is selected. While Annie gets accustomed to living in Warbucks' mansion, she still longs to meet her parents. So Warbucks announces a search for them and a reward, which brings out many frauds.",1982-06-18,Annie,6.2,203.0,John Huston,"Aileen Quinn, Albert Finney, Carol Burnett"
